,release_date,track_id,track_name,track_rating,artist_id,artist_name,album_id,album_name,genre,lyrics
39,2022-08-26,244640739,Super Freaky Girl,91,33492007,Nicki Minaj,53904851,Queen Radio: Volume 1,Hip Hop/Rap,"She's alright
That girl's alright with me, yeah
Ayy-yo (hey, hey, hey, hey)

I can lick it, I can ride it while you slipping and sliding
I can do all them little tricks, and keep the dick up inside it
You can smack it, you can grip it, you can go down and kiss it
And every time he leave me 'lone, he always tell me he miss it

He want a F-R-E, A-K
F-R-E, A-K, A-K, A-K, A-K
E-A-K, F-R-E-A-K

Uh, okay, one thing about me, I'm the baddest alive
He know the prettiest bitch didn't come until I arrive
I don't let bitches get to me, I fuck they man if they try
I got a princess face, a killer body, samurai mind
They can't be Nicki, they so stupid, I just laugh when they try
A thong bikini up my ass, I think I'll go for a dive
His ex bitch went up against me, but she didn't survive
On applications, I write ""pressure"" 'cause that's what I apply (brrr)
...

******* This Lyrics is NOT for Commercial use *******"
40,2021-11-19,233031645,Hrs & Hrs,80,46530477,Muni Long,50505092,Public Displays Of Affection,R&B/Soul,"Uh, oh, ooh, mmm (yeah)
I don't usually do this but, um (hello, oh my God)
Can I sing to you?
Yeah, yeah

Yours, mine, ours
I could do this for hours
Sit and talk to you for hours
I wanna give you your flowers
And some champagne showers
Order shrimp and lobster towers
But it's me that gets devoured

Ooh, when you do what you do, I'm empowered
You give me a superpower
Together, the world could be ours
You sit me up on the counter
Instantly, it's thunder showers
Stormin' for a couple hours
When we finished, take a shower

I could do this for hours
And hours and hours
I could do this for hours
...

******* This Lyrics is NOT for Commercial use *******"
41,2021-01-08,206476548,Sand In My Boots,79,27082035,Morgan Wallen,41304977,Dangerous: The Double Album,Country,"She asked me where I was from
I said, ""Somewhere you never been to""
Little town outside of Knoxville
Headin' by some dogwood trees
She tried talkin' with my accent
We held hands and waded into
That blue water
She left her flip-flops by my Red Wings on the beach

Yeah but, now I'm dodging potholes
In my sunburnt Silverado
Like a heart-broke Desperado
Headin' right back to my roots
Somethin' 'bout the way she kissed me
Tells me she loves Eastern Tennessee
Yeah, but all I brought back with me
Was some sand in my boots
...

******* This Lyrics is NOT for Commercial use *******"
42,2022-01-21,226573122,AA,78,13865343,Walker Hayes,48113591,Country Stuff The Album,Country,"One, two, three

Coffee cup, cold and black
Wish you had a little shot of jack
Besides that, can't complain
Just tryin' to do the dang thing
Might change the oil in my truck
I ain't payin' no 35 bucks
Kids need shoes, mama needs Levi's

And I'm just tryna keep my daughters off the pole
And my sons out of jail
Tryna get to church so I don't go to Hell
I'm just tryna keep my wife from figuring out
That I married up and she married way, way down
In Alabama where they love Nick Saban
Tryna write a song the local country station will play
Hey, I'm just tryna stay out of AA (AA, ooh)
...

******* This Lyrics is NOT for Commercial use *******"
43,2022-04-22,234537013,PROVENZA,91,54050596,KAROL G,51057433,PROVENZA,Latin,"Baby, ¿qué más?
Hace rato que no sé na de ti
Taba con alguien, pero ya estoy free
Puesta pa revivir viejos tiempo
No salgo hace tiempo

Tú dime dónde está-á-á-á
Que hace rato que no sé na de ti
Taba con alguien, pero ya estoy free
Puesta pa revivir viejos tiempo
No salgo hace tiempo (shh)

Papi, nos perdemo, nos parqueamo y lo prendemo
Pa la seca algo bebemo, y cuando nos emborrachemo
Una de reguetón ponemo
Y nos vamo a donde nos podamos querer
Nos podamos comer (eh-ah)

Papi, nos perdemo, nos parqueamo y lo prendemo
Pa la seca algo bebemo, y cuando nos emborrachemo
Una de reguetón ponemo
Y nos vamo a donde nos podamos querer
Nos podamos comer
...

******* This Lyrics is NOT for Commercial use *******"
44,2017-12-15,143128764,All I Want for Christmas Is You,97,72,Mariah Carey,27762682,All I Want For Christmas Is You,Pop,"I don't want a lot for Christmas
There is just one thing I need
I don't care about the presents underneath the Christmas tree
I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you
Yeah

I don't want a lot for Christmas
There is just one thing I need (and I)
Don't care about the presents underneath the Christmas tree
I don't need to hang my stocking there upon the fireplace
Santa Claus won't make me happy with a toy on Christmas Day

I just want you for my own
More than you could ever know
Make my wish come true
...

******* This Lyrics is NOT for Commercial use *******"
45,2023-01-27,252717028,5 Foot 9,76,24784376,Tyler Hubbard,56264964,Tyler Hubbard,Country,"(Whoa-oh)

Jack makes good whiskey, yeah
Red dirt makes good riding roads
Country makes good music
For kickin' up dust in a taillight glow
Dry wood makes good fires
Good years make good swings
And all that's all good but for me

God makes
5 foot 9, brown eyes in a sundress
Loves Tim McGraw and a small-town accent
Ain't no way that me and this truck made her fall in love
Jack makes good whiskey
But God makes the good stuff
Whoa-oh, oh-oh, God makes the good stuff
...

******* This Lyrics is NOT for Commercial use *******"
46,2021-06-25,217232111,Get Into It (Yuh),91,27684481,Doja Cat,44801305,Planet Her,Pop,"Yuh, ayy
Huh, ayy, yuh

They say I just got a buck, get into it, yuh
Pop out with a truck, ha, get into it, yuh (yuh)
If you go to church, I said, ""Get into it, yuh""
And if she ain't got a butt, now fuck it, get into it, yuh

And they say I just got a buck (get into it, yuh)
Pop out with a truck (get into it, yuh)
If you go to church (get into it, yuh)
If she ain't got a butt, fuck it, get into it, yuh

Yeah, you just wanna party, you just want a lap dance
You just wanna pop up on these clowns like you're the Batman
You just wanna ball out in designer with your best friends
You don't wanna talk no more about it in the past tense

...

******* This Lyrics is NOT for Commercial use *******"
47,2022-05-06,235614883,Efecto,92,33491954,Bad Bunny,51358778,Un Verano Sin Ti,Latin,"Yeh-yeh-yeh-yeh-yeh-yeh
Eh, eh-eh-eh

No sé si es casualidad que yo me sienta así
Siempre que tú estás cerquita de mí
Dime qué me hiciste, qué droga me diste
Que desde aquella noche no soy igual
Tú me mira' y empiezo a sudar
Siento que puedo volar

Baby, la nota ya está haciendo efecto
Mi mundo está jodío y me siento perfecto
Porque estás tú aquí, moviéndote así, no pare'
Baby, tú eres mi droga, esta noche no le baje'

Porque la nota ya está haciendo efecto
...

******* This Lyrics is NOT for Commercial use *******"
48,2022-10-14,246575360,Rock and a Hard Place,96,47266636,Bailey Zimmerman,54545608,Leave The Light On - EP,Country,"We been swinging and missing
It ain't broke yet, but damn, it needs fixing
Been a while since your kiss felt like kissing
It's just different

We've been talking 'bout forever since we been together
Something 'bout a ring makes you think we're better off with all this
But we're caught up in between

A rock and a hard place, red wine and mistakes
Tears rolling down your face when I walked out that door
That's when I lost it, a midnight in Austin
...

******* This Lyrics is NOT for Commercial use *******"
49,2022-06-24,234541176,Doin' This,79,27658352,Luke Combs,51058630,Growin' Up,Country,"Someone asked me once in an interview
""What was growing up like, where'd you go to school?""
""And what would you do if you weren't doin' this?""
I'd be drivin' my first car, an old worn-out Dodge
Tryin' to make rent with a dead end job, just makin' due
With tips in a jar, my guitar and an old barstool

I'd have a Friday night crowd in the palm of my hand
Cup of brown liquor, couple buddies in a band
Singin' them same damn songs like I am now
I'd be feelin' on fire on a hardwood stage
Bright lights like lightning runnin' through my veins
At the Grand Ole Opry or a show in some no-name town
I'd still be doin' this if I wasn't doin' this

I'd still be the same guy they knew back in the day
...

******* This Lyrics is NOT for Commercial use *******"
50,2021-11-19,226562361,Oh My God,85,346898,Adele,48110510,30,Pop,"I ain't got too much time to spend
But I'll make time for you to show how much I care
Wish that I would let you break my walls
But I'm still spinning out of control from the fall
Boy, you give good love, I won't lie
It's what keeps me coming back even though I'm terrified

I know that it's wrong
But I want to have fun
Mm, yeah, mm, yeah
I know that it's wrong
But I want to have fun
Mm, yeah, mm, yeah

Oh my god, I can't believe it
Out of all the people in the world
What is the likelihood of jumping
Out of my life and into yours?
Maybe, baby, I'm just losing my mind
'Cause this is trouble, but it feels right
Teetering on the edge of Heaven and Hell
Is a battle I cannot fight

...

******* This Lyrics is NOT for Commercial use *******"
51,2022-01-05,228955918,Fingers Crossed,81,38429418,Lauren Spencer Smith,48962999,Fingers Crossed - Single,Pop,"Introduced me to your family
Watched my favorite shows on your TV
Made me breakfast in the morning
When you got home from work

Making plans to travel 'round the world
Said we'd always put each other first
All love songs we used to play to
Funny, now I hate you

Now I remember when you'd call me late at night
I gave you my hours and advice
Just tryna fix you and all your daddy issues
But now I don't even miss you anymore

So I, I want all the tears back that I cried
All the hours spent giving advice on how to write your songs
...

******* This Lyrics is NOT for Commercial use *******"
52,2021-11-12,226322342,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),85,259675,Taylor Swift,48020307,Red (Taylor's Version),Pop,"I walked through the door with you
The air was cold
But something 'bout it felt like home somehow
And I, left my scarf there at your sister's house
And you've still got it in your drawer even now

Oh, your sweet disposition
And my wide-eyed gaze
We're singing in the car, getting lost upstate
Autumn leaves falling down like pieces into place
And I can picture it after all these days

And I know it's long gone and that magic's not here no more
And I might be okay, but I'm not fine at all

'Cause there we are again on that little town street
You almost ran the red 'cause you were looking over at me
Wind in my hair, I was there
I remember it all too well

Photo album on the counter
Your cheeks were turning red
You used to be a little kid with glasses in a twin-sized bed
And your mother's telling stories 'bout you on the tee-ball team
You told me 'bout your past thinking your future was me

And you were tossing me the car keys
""F- the patriarchy"" keychain on the ground
We were always skipping town
And I was thinking on the drive down
Any time now, he's gonna say it's love
You never called it what it was

'Til we were dead and gone and buried
Check the pulse and come back swearing it's the same
After three months in the grave
And then you wondered where it went to as I reached for you
But all I felt was shame, and you held my lifeless frame

And I know it's long gone, and there was nothing else I could do
And I forget about you long enough to forget why I needed to

'Cause there we are again in the middle of the night
...

******* This Lyrics is NOT for Commercial use *******"
53,2022-05-06,235614866,Después de la Playa,91,33491954,Bad Bunny,51358778,Un Verano Sin Ti,Latin,"Yeh-yeh, yeh-yeh, yeh-yeh, eh
Ja-ja
Eh-eh, eh-eh, eh

Tú dices que no me atrevo
Si supieras que yo ando a fuego
Dime qué tú juega' y yo lo juego
No lo dejemo' pa' luego, no

Que la luz ya se fue
Y la noche llegó, ey
Quiero saber si usted
Quiere lo mismo que yo

Dime pa' dónde vamo' después de la playa
Si nos secamo', yo traigo la toalla
Y de nuevo nos mojamo', pero en mi cama
Te vo'a dar tabla de surfear, yeh

Dime pa' dónde vamo' después de la playa
Si nos secamo', yo traigo la toalla
Y de nuevo nos mojamo', pero en mi cama
Te vo'a dar tabla de surfear, bebé

Dime, ¿vamo' pa'l mambo o no vamo' pa'l mambo?
Tú me dice', mami
¡Zumba!
¿Qué?
Ey, ey, ey
...

******* This Lyrics is NOT for Commercial use *******"
54,2020-11-13,201936385,You Should Probably Leave,78,14016165,Chris Stapleton,39823654,Starting Over,Country,"I know it ain't all that late
But you should probably leave
And I recognize that look in your eyes
Yeah, you should probably leave

'Cause I know you and you know me
And we both know where this is gonna lead
You want me to say that I want you to stay
So you should probably leave
Yeah, you should probably leave

There's still time for you to finish your wine
Then you should probably leave
...

******* This Lyrics is NOT for Commercial use *******"
